seed_averaging_applied,temporal_pooled_rmse,temporal_pooled_mean_ic,temporal_pooled_ic_ir,temporal_n_months,temporal_n_observations,no_temporal_pooled_rmse,no_temporal_pooled_mean_ic,no_temporal_pooled_ic_ir,no_temporal_n_months,no_temporal_n_observations,pooled_rmse_delta_on_minus_off,pooled_mean_ic_delta_on_minus_off,pooled_ic_ir_delta_on_minus_off
False,0.08350067108951251,0.026271299678076687,0.1616394980891613,87,16364,0.08360837565563291,0.023820250569426892,0.13770635342252474,115,23727,-0.00010770456612040069,0.0024510491086497943,0.02393314466663657
