seeds,n_seeds,temporal_rank_ic,temporal_ic_ir,temporal_n_months,temporal_rmse,temporal_rmse_n_seeds_used,no_temporal_rank_ic,no_temporal_ic_ir,no_temporal_n_months,no_temporal_rmse,no_temporal_rmse_n_seeds_used,rank_ic_delta_on_minus_off,ic_ir_delta_on_minus_off,rmse_delta_on_minus_off
"100,101",2,0.03579874525877541,0.21456202350915357,113,0.08618240618705945,2,0.03123595807769581,0.19412501148303538,115,0.08330230888607687,2,0.004562787181079601,0.020437012026118195,0.002880097300982584
