fold_name,eval_year,lift_v2,lift_v3,lift_delta,bootstrap_ci_5th_percentile,raw_p_value,holm_adjusted_p_value,significant_at_0.05
fold_01,2021,0.0,-0.10833333333333331,-0.10833333333333331,,,,
fold_02,2022,-0.2261021979085997,-0.5085646542866644,-0.2824624563780647,,,,
fold_03,2023,0.09819691488701798,0.1666666666666666,0.06846975177964862,,,,
fold_04,2024,-0.03423487588982432,0.5999999999999999,0.6342348758898242,,,,
fold_05,2025,-0.03997023036600403,-0.16666666666666669,-0.12669643630066266,,,,
AGGREGATE (fold-weighted mean),,-0.04042207785548201,-0.003379597523999578,0.03704248033148243,-0.17384954972281344,0.5533333333333333,1.0,False
