fold_name,eval_year,lift_no_temporal,lift_temporal,lift_delta,bootstrap_lower_bound_95,raw_p_value,descriptive_only_not_a_gate
fold_01,2018,0.03632064355784124,0.07770026721979918,0.041379623661957944,,,
fold_02,2020,0.050851060753928035,0.002607976848159596,-0.04824308390576844,,,
fold_03,2022,-0.04370819116766668,0.05922868608983435,0.10293687725750103,,,
fold_04,2024,-0.07586400756499202,0.04233432769819929,0.11819833526319132,,,
fold_05,2026,0.031698339470034774,0.041645131893950964,0.00994679242391619,,,
AGGREGATE (fold-weighted mean),,-0.00014043099017093248,0.04470327794998867,0.04484370894015961,0.011720517906066347,0.01633333333333333,True
