comparison,n_folds,observed_delta,lower_bound_95,raw_p_value,insufficient_folds,holm_adjusted_p_value,significant_at_0.05
winner_vs_baseline_a,5,0.02724844607145911,-0.008271115993812021,0.12033333333333333,False,0.361,False
winner_vs_baseline_b,5,0.007783950475336568,-0.013751255195625107,0.36966666666666664,False,0.6946666666666667,False
winner_vs_baseline_c,5,0.008105989648251937,-0.012299905928576656,0.3473333333333333,False,0.6946666666666667,False
