seed_averaging_applied,temporal_pooled_rmse,temporal_pooled_mean_ic,temporal_pooled_ic_ir,temporal_n_months,temporal_n_observations,no_temporal_pooled_rmse,no_temporal_pooled_mean_ic,no_temporal_pooled_ic_ir,no_temporal_n_months,no_temporal_n_observations,pooled_rmse_delta_on_minus_off,pooled_mean_ic_delta_on_minus_off,pooled_ic_ir_delta_on_minus_off
False,0.08254346699776588,0.0032603463139447815,0.02207004600776774,115,23894,0.08242628302712725,0.008791294599116884,0.06054906734577434,115,22954,0.00011718397063863184,-0.005530948285172103,-0.0384790213380066
