seed_averaging_applied,temporal_pooled_rmse,temporal_pooled_mean_ic,temporal_pooled_ic_ir,temporal_n_months,temporal_n_observations,no_temporal_pooled_rmse,no_temporal_pooled_mean_ic,no_temporal_pooled_ic_ir,no_temporal_n_months,no_temporal_n_observations,pooled_rmse_delta_on_minus_off,pooled_mean_ic_delta_on_minus_off,pooled_ic_ir_delta_on_minus_off
False,0.08426040683116959,0.026047048207604204,0.1273863148578917,111,19787,0.08340672232646347,0.03731481150163603,0.21764055328481738,115,21296,0.0008536845047061176,-0.011267763294031823,-0.09025423842692568
