comparison,n_folds,observed_delta,lower_bound_95,raw_p_value,insufficient_folds,holm_adjusted_p_value,significant_at_0.05
winner_vs_baseline_a,5,0.024102179911146458,0.0017620296645887087,0.04066666666666666,False,0.122,False
winner_vs_baseline_b,5,-0.006923388659078129,-0.024295866787117232,0.6646666666666666,False,0.8406666666666667,False
winner_vs_baseline_c,5,-0.00030373436786765415,-0.016313617519201896,0.42033333333333334,False,0.8406666666666667,False
