seed_averaging_applied,temporal_pooled_rmse,temporal_pooled_mean_ic,temporal_pooled_ic_ir,temporal_n_months,temporal_n_observations,no_temporal_pooled_rmse,no_temporal_pooled_mean_ic,no_temporal_pooled_ic_ir,no_temporal_n_months,no_temporal_n_observations,pooled_rmse_delta_on_minus_off,pooled_mean_ic_delta_on_minus_off,pooled_ic_ir_delta_on_minus_off
False,0.08179182672883711,0.03851902894601311,0.21852275255358336,59,10084,0.0832006404659823,0.033972092695149544,0.20768974938973409,115,22456,-0.001408813737145187,0.0045469362508635675,0.010833003163849275
