seed_averaging_applied,temporal_pooled_rmse,temporal_pooled_mean_ic,temporal_pooled_ic_ir,temporal_n_months,temporal_n_observations,no_temporal_pooled_rmse,no_temporal_pooled_mean_ic,no_temporal_pooled_ic_ir,no_temporal_n_months,no_temporal_n_observations,pooled_rmse_delta_on_minus_off,pooled_mean_ic_delta_on_minus_off,pooled_ic_ir_delta_on_minus_off
False,0.08361752619439813,0.02610805998792915,0.14026030767454545,91,17587,0.08387678074872475,0.021856891397228382,0.1300207196379853,115,23146,-0.0002592545543266128,0.004251168590700769,0.010239588036560138
