seed_averaging_applied,temporal_pooled_rmse,temporal_pooled_mean_ic,temporal_pooled_ic_ir,temporal_n_months,temporal_n_observations,no_temporal_pooled_rmse,no_temporal_pooled_mean_ic,no_temporal_pooled_ic_ir,no_temporal_n_months,no_temporal_n_observations,pooled_rmse_delta_on_minus_off,pooled_mean_ic_delta_on_minus_off,pooled_ic_ir_delta_on_minus_off
False,0.08271041028320737,0.010771035325793944,0.06851614142837129,115,23774,0.08348046912287221,0.0033337660197613776,0.021731739647224014,115,23498,-0.0007700588396648417,0.007437269306032566,0.046784401781147275
