seed_averaging_applied,temporal_pooled_rmse,temporal_pooled_mean_ic,temporal_pooled_ic_ir,temporal_n_months,temporal_n_observations,no_temporal_pooled_rmse,no_temporal_pooled_mean_ic,no_temporal_pooled_ic_ir,no_temporal_n_months,no_temporal_n_observations,pooled_rmse_delta_on_minus_off,pooled_mean_ic_delta_on_minus_off,pooled_ic_ir_delta_on_minus_off
False,0.0888641412846064,0.06025611068299732,0.3062949899479981,97,17329,0.08299624211652085,0.03865166558596474,0.22462387274224094,115,22594,0.005867899168085555,0.021604445097032583,0.08167111720575715
