seeds,n_seeds,temporal_rank_ic,temporal_ic_ir,temporal_n_months,temporal_rmse,temporal_rmse_n_seeds_used,no_temporal_rank_ic,no_temporal_ic_ir,no_temporal_n_months,no_temporal_rmse,no_temporal_rmse_n_seeds_used,rank_ic_delta_on_minus_off,ic_ir_delta_on_minus_off,rmse_delta_on_minus_off
"7,100,101",3,0.026418793177703886,0.19343338426533874,115,0.08520016595443969,3,0.02315105366155421,0.17853665590047765,115,0.08283174505271629,3,0.0032677395161496772,0.014896728364861084,0.0023684209017234004
