seeds,n_seeds,temporal_rank_ic,temporal_ic_ir,temporal_n_months,temporal_rmse,temporal_rmse_n_seeds_used,no_temporal_rank_ic,no_temporal_ic_ir,no_temporal_n_months,no_temporal_rmse,no_temporal_rmse_n_seeds_used,rank_ic_delta_on_minus_off,ic_ir_delta_on_minus_off,rmse_delta_on_minus_off
"100,101,102,103,104,105,106,107,108,109",10,0.03514170219578899,0.23584271718802702,113,0.0834679129691919,10,0.03500306356732711,0.2464424091136454,113,0.08356189807668962,10,0.00013863862846188318,-0.010599691925618382,-9.398510749772382e-05
