arm,n_months,GA,Fixed,Raw,Random
temporal_on,72,0.03882266792463343,0.01782100171460444,0.029298296203368785,0.016668113512171
temporal_off,76,0.03749131084365387,0.020129836233955378,0.03878224285679445,0.03916976496500527
