comparison,seeds,n_seeds,n_folds,observed_delta,lower_bound_95,p_value,insufficient_folds,significant_at_0.05,seed_averaging_applied
temporal_vs_no_temporal_seed_averaged,"100,101,102,103,104,105,106,107,108,109",10,5,0.00013863862846188974,-0.006470069999036838,0.2896666666666667,False,False,True
