GA-ON,Random-ON,Lift_ON,GA-OFF,Random-OFF,Lift_OFF,DiD
0.03602618836058306,0.018021011890367488,0.01800517647021557,0.03346943971737182,0.03481757478269317,-0.0013481350653213528,0.019353311535536922
