comparison,n_folds,observed_delta,lower_bound_95,raw_p_value,insufficient_folds,holm_adjusted_p_value,significant_at_0.05
winner_vs_baseline_a,5,0.02417207609375994,-0.00899187703021969,0.14033333333333334,False,0.42100000000000004,False
winner_vs_baseline_b,5,0.012784935474106546,-0.008039154605558575,0.16,False,0.42100000000000004,False
winner_vs_baseline_c,5,0.011769154070718792,-0.01041486094660176,0.19533333333333333,False,0.42100000000000004,False
