seeds,n_seeds,temporal_rank_ic,temporal_ic_ir,temporal_n_months,temporal_rmse,temporal_rmse_n_seeds_used,no_temporal_rank_ic,no_temporal_ic_ir,no_temporal_n_months,no_temporal_rmse,no_temporal_rmse_n_seeds_used,rank_ic_delta_on_minus_off,ic_ir_delta_on_minus_off,rmse_delta_on_minus_off
"10,11,12",3,0.014468513341715937,0.12038502070257756,115,0.08223885504093735,3,0.007884039372184926,0.07136485810873242,115,0.08262482521696185,3,0.0065844739695310114,0.049020162593845146,-0.0003859701760244999
