seed_averaging_applied,temporal_pooled_rmse,temporal_pooled_mean_ic,temporal_pooled_ic_ir,temporal_n_months,temporal_n_observations,no_temporal_pooled_rmse,no_temporal_pooled_mean_ic,no_temporal_pooled_ic_ir,no_temporal_n_months,no_temporal_n_observations,pooled_rmse_delta_on_minus_off,pooled_mean_ic_delta_on_minus_off,pooled_ic_ir_delta_on_minus_off
False,0.08323568548920016,0.01249038827967638,0.08600808752917187,115,21042,0.08189061738599514,0.006981244829271,0.04670326315823185,115,22006,0.0013450681032050188,0.005509143450405381,0.03930482437094002
