comparison,n_folds,observed_delta,lower_bound_95,raw_p_value,insufficient_folds,holm_adjusted_p_value,significant_at_0.05
winner_vs_baseline_a,5,0.05628187187097042,0.02187827547784127,0.004666666666666667,False,0.009333333333333334,True
winner_vs_baseline_b,5,0.021392948132704235,0.0005732880468447693,0.04466666666666667,False,0.04466666666666667,True
winner_vs_baseline_c,5,0.04381076194479595,0.020777686847950283,0.0016666666666666668,False,0.005,True
